Year;MunicipalityID;zoneid;ZoneName;ZoneDescription;CountryCode;Area;BNP;JOBS;Population;Area_km2;Density;CPH_FRDB;Main_cities;MainC_and_HighDensAreas;HighDensAreas;East_GB;East_GB_NoBorholm
2020;746;746090;Hylke;Skanderborg Kommune;DK;116959440;944157827.7;1733.60498;6052.656;116.95944;51.75004258;0;0;0;0;0;0
2020;751;751110;èrhus C syd;BanegÜrdskvarteret og Frederiksbjerg;DK;4446486;18935914650;30217.91016;26047.04241;4.446486;5857.893719;0;1;1;1;0;0
2020;751;751120;èrhus C nord;Centrum;DK;5309090;18293432957;27185.76563;45185.43894;5.30909;8510.957422;0;1;1;1;0;0
2020;751;751210;Hojbjerg;èrhus sydlgie forstëder indenfor ringvej syd;DK;6826104;2330307018;3743.564209;10648;6.826104;1559.894194;0;1;1;1;0;0
2020;751;751220;Rosenvang;èrhus sydlgie forstëder indenfor ringvej syd;DK;7890642;4353027866;7143.42334;19788.3083;7.890642;2507.819807;0;1;1;1;0;0
2020;751;751230;Holme;èrhus sydlgie forstëder indenfor ringvej syd;DK;6425141;5310739855;7067.795898;8581;6.425141;1335.534893;0;1;1;0;0;0
2020;751;751240;Viby J;èrhus sydlgie forstëder indenfor ringvej syd;DK;9067105;10116893867;13804.59766;15654;9.067105;1726.460651;0;1;1;1;0;0
2020;751;751250;Stavtrup;èrhus sydlgie forstëder indenfor ringvej syd;DK;13202603;493767236.4;1122.206543;5812.954948;13.202603;440.2885513;0;1;1;0;0;0
2020;751;751310;Beder-Malling;èrhus Kommune;DK;34062924;1201034288;2089.127441;9773.427563;34.062924;286.9227422;0;1;1;0;0;0
2020;751;751320;MÜrslet mv;èrhus Kommune;DK;26110322;681348523.8;1202.663696;5986.815373;26.110322;229.2892203;0;1;1;0;0;0
2020;751;751330;Solbjerg;èrhus Kommune;DK;42042152;558586390.3;963.1328125;5188.726149;42.042152;123.4172349;0;1;1;0;0;0
2020;751;751340;Tranbjerg;èrhus Kommune;DK;14799858;758124182.9;1398.073486;8817.537103;14.799858;595.7852503;0;1;1;0;0;0
2020;751;751350;Hasselager;èrhus Kommune;DK;14480125;4072287174;5437.688477;6741.726149;14.480125;465.5848032;0;1;1;0;0;0
2020;751;751410;Indre Hasle;èrhus mellem Ringgaden og Ringvejen;DK;3525128;2225127738;3912.591797;15482.67138;3.525128;4392.087714;0;1;1;1;0;0
2020;751;751420;èbyhoj;èrhus mellem Ringgaden og Ringvejen;DK;4127476;5848844712;7373.262207;12067.88428;4.127476;2923.79272;0;1;1;1;0;0
2020;751;751430;Brabrand;èrhus Kommune Midtvestlige del;DK;18053864;9515806780;13639.80859;21539.94877;18.053864;1193.093554;0;1;1;0;0;0
2020;751;751440;Ydre Hasle;èrhus Kommune Midtvestlige del;DK;7109678;1922182954;2979.49292;11304;7.109678;1589.945424;0;1;1;1;0;0
2020;751;751450;Tilst;èrhus Kommune Midtvestlige del;DK;22180722;4713644600;7841.192383;12631.08304;22.180722;569.4622132;0;1;1;0;0;0
2020;751;751510;Risskov;èrhus Kommune Nord;DK;4986325;2271448103;3893.06665;11077.9735;4.986325;2221.67097;0;1;1;1;0;0
2020;751;751520;Vejlby;èrhus Kommune Nord;DK;6494338;5522449266;7895.146484;10481.16609;6.494338;1613.892916;0;1;1;1;0;0
2020;751;751530;èrhus by 2;èrhus mellem Ringgaden og Ringvejen;DK;2722733;4999005300;8532.112305;14454.48057;2.722733;5308.813082;0;1;1;1;0;0
2020;751;751540;Skejby;omkring Randersvej;DK;10132467;14573355319;23817.54102;16489.34366;10.132467;1627.376991;0;1;1;1;0;0
2020;751;751610;Skodstrup-Logten;èrhus Kommune Nord;DK;22547404;1410855595;1936.74292;8667.159011;22.547404;384.397202;0;1;1;0;0;0
2020;751;751620;EgÜ;èrhus Kommune Nord;DK;15112896;1659145549;3305.895752;9784.671379;15.112896;647.4385438;0;1;1;0;0;0
2020;751;751630;Hjortshoj; Mejlby etc;DK;48656540;554656393.6;1193.390015;5950.213782;48.65654;122.2901131;0;1;1;0;0;0
2020;751;751640;Lystrup;èrhus Kommune Nord;DK;9106206;2882876783;3762.340088;10425.13428;9.106206;1144.838397;0;1;1;0;0;0
2020;751;751650;Lisbjerg;èrhus Kommune Nord;DK;15100645;714056176.8;885.7071533;4488.303905;15.100645;297.2259731;0;1;1;0;0;0
2020;751;751660;Trige;èrhus Kommune Nord;DK;28595140;959096019.1;1350.958374;4688.561839;28.59514;163.963591;0;1;1;0;0;0
2020;751;751710;Sabro;èrhus Kommune Midtvestlige del;DK;29796948;937285667.6;1285.650757;4328.268552;29.796948;145.258788;0;1;1;0;0;0
2020;751;751720;Harlev-Framlev;èrhus Kommune Midtvestlige del;DK;36733572;586920251.7;1021.212341;5109.159011;36.733572;139.0869097;0;1;1;0;0;0
2020;756;756110;Engesvang;Ikast-Brande Kommune i gl Vejle Amt;DK;64886684;626945286;1016.335388;2955.671979;64.886684;45.55128721;0;0;0;0;0;0
2020;756;756120;Bording;Ikast-Brande Kommune i gl Vejle Amt;DK;101337096;668741490.4;1172.941528;3690.461837;101.337096;36.41767904;0;0;0;0;0;0
2020;756;756130;Ikast N;Ikast-Brande Kommune i gl Vejle Amt;DK;43115560;2631393302;4510.76709;10168.21642;43.11556;235.8363528;0;0;0;0;0;0
2020;756;756140;Ikast S;Ikast-Brande Kommune i gl Vejle Amt;DK;84763600;3363885770;4420.006836;7324.880916;84.7636;86.41540609;0;0;0;0;0;0
2020;756;756210;Norre Snede;Ikast-Brande Kommune i gl Vejle Amt;DK;114950280;1432557092;2162.82666;4164.728287;114.95028;36.23069284;0;0;0;0;0;0
2020;756;756220;Ejstrupholm;Ikast-Brande Kommune i gl Vejle Amt;DK;165120560;727148673.8;1260.245239;3443.277394;165.12056;20.85311117;0;0;0;0;0;0
2020;756;756230;Brande;Ikast-Brande Kommune i gl Vejle Amt;DK;159710496;5821981348;8764.100586;9625.730626;159.710496;60.26986871;0;0;0;0;0;0
2020;760;760110;Vorgod;Ringkobing-Skjern Kommune;DK;143752960;1957471756;3233.085205;7263.226499;143.75296;50.52575265;0;0;0;0;0;0
2020;760;760120;Stauning;Ringkobing-Skjern Kommune;DK;148788448;1171175202;1584.79895;3677.856828;148.788448;24.71869878;0;0;0;0;0;0
2020;760;760130;Spjald;Ringkobing-Skjern Kommune;DK;96459232;820144659.5;1248.73584;2880.436818;96.459232;29.86170176;0;0;0;0;0;0
2020;760;760140;Troldhede;Ringkobing-Skjern Kommune;DK;248595600;640410883.4;956.9821167;3430.99435;248.5956;13.80150876;0;0;0;0;0;0
2020;760;760150;Skjern;Ringkobing-Skjern Kommune;DK;39513672;3149636608;5422.982422;7822.38251;39.513672;197.9664788;0;0;0;0;0;0
2020;760;760160;Tarm;Ringkobing-Skjern Kommune;DK;13064646;1421794502;2227.387451;4148.250346;13.064646;317.5172405;0;0;0;0;0;0
2020;760;760170;Hemmet;Ringkobing-Skjern Kommune;DK;227506432;492419076.6;1105.296143;3624.629308;227.506432;15.93198608;0;0;0;0;0;0
2020;760;760210;Tim;Ringkobing-Skjern Kommune;DK;236169040;560820994.7;1150.857056;4063.038534;236.16904;17.20394229;0;0;0;0;0;0
2020;760;760220;Lem;Ringkobing-Skjern Kommune;DK;157751584;3584896450;4262.873047;4046.32476;157.751584;25.64997864;0;0;0;0;0;0
2020;760;760230;Ringkobing;Ringkobing-Skjern Kommune;DK;17637422;4592168942;6639.428711;10254.59066;17.637422;581.4109715;0;0;0;0;0;0
2020;760;760240;Kloster;Ringkobing-Skjern Kommune;DK;116713920;447702685.8;900.4658814;2162.235085;116.71392;18.52594005;0;0;0;0;0;0
2020;760;760250;Hvide Sande;Ringkobing-Skjern Kommune;DK;21883804;1031940340;1709.305298;3338.340767;21.883804;152.5484677;0;0;0;0;0;0
2020;760;760260;Holmsland Klit syd;Ringkobing-Skjern Kommune;DK;25549372;73680742.09;207.180191;324.6233636;25.549372;12.7057277;0;0;0;0;0;0
2020;766;766010;Snaptun;Hedensted Kommune;DK;40756928;381725048;736.1714478;2609.39004;40.756928;64.02322668;0;0;0;0;0;0
2020;766;766020;Juelsminde;Hedensted Kommune;DK;34546092;1569777512;2438.380127;5124.677823;34.546092;148.3431997;0;0;0;0;0;0
2020;766;766030;Hornsyld;Hedensted Kommune;DK;117850616;2277931324;3396.352051;7482.044505;117.850616;63.48752988;0;0;0;0;0;0
2020;766;766040;Losning;Hedensted Kommune;DK;57624428;2791310194;3693.809814;7306.715605;57.624428;126.7989264;0;0;0;0;0;0
2020;766;766050;Hedensted;Hedensted Kommune;DK;17957892;2911078043;4053.88623;7150.193419;17.957892;398.164407;0;0;0;0;0;0
2020;766;766060;Uldum;Hedensted Kommune;DK;115961648;1944427154;3203.767334;7402.656021;115.961648;63.83710605;0;0;0;0;0;0
2020;766;766070;èle;Hedensted Kommune;DK;51144720;312518870.8;704.0896606;2878.57143;51.14472;56.28286615;0;0;0;0;0;0
2020;766;766080;Bjerre;Hedensted Kommune;DK;53755380;415609059.9;656.0842896;2399.709532;53.75538;44.64129045;0;0;0;0;0;0
2020;766;766090;Torring;Hedensted Kommune;DK;61034540;1276087517;2152.526123;4377.994265;61.03454;71.72978227;0;0;0;0;0;0
2020;773;773010;Mors nord;Morso Kommune;DK;135268880;1165594561;1905.449585;5134.863432;135.26888;37.96041951;0;0;0;0;0;0
2020;773;773020;Nykobing Mors;Morso Kommune;DK;16976440;3530370360;5103.143555;9078.448431;16.97644;534.7675031;0;0;0;0;0;0
2020;773;773030;Mors syd;Morso Kommune;DK;212113936;1404637261;2246.066895;5940.673086;212.113936;28.00699095;0;0;0;0;0;0
2020;779;779110;Hald;Skive Kommune;DK;77845720;221842616.9;415.027771;2080.978055;77.84572;26.73208052;0;0;0;0;0;0
2020;779;779120;Hojslev Stationsby;Skive Kommune;DK;30475894;460695961;741.885376;3172.880197;30.475894;104.1111443;0;0;0;0;0;0
2020;779;779130;Skive syd;Skive Kommune;DK;20255668;5128155695;6518.488281;7484.00074;20.255668;369.4768664;0;0;0;0;0;0
2020;779;779140;Skive nordost;Skive Kommune;DK;5993962;1070091586;1627.014648;4261.267131;5.993962;710.9266177;0;0;0;0;0;0
2020;779;779150;Skive nordvest;Skive Kommune;DK;9667061;3234336525;5663.913086;8678.936881;9.667061;897.7844332;0;0;0;0;0;0
2020;779;779210;Balling;Skive Kommune;DK;186320288;1314593559;2200.759033;5783.398123;186.320288;31.04008793;0;0;0;0;0;0
2020;779;779220;Rodding;Skive Kommune;DK;77360704;507381448.7;847.4537964;3190.425265;77.360704;41.24090268;0;0;0;0;0;0
2020;779;779230;Jebjerg;Skive Kommune;DK;84579608;994294557.5;1690.288574;4012.993522;84.579608;47.44634808;0;0;0;0;0;0
2020;779;779250;Selde;Skive Kommune;DK;90462680;417308530;747.444397;2859.653648;90.46268;31.61141863;0;0;0;0;0;0
2020;779;779260;Durup;Skive Kommune;DK;78481992;1020435123;1390.499268;4057.124621;78.481992;51.69497508;0;0;0;0;0;0
2020;779;779270;Fur;Skive Kommune;DK;21950068;193187501.6;322.9913635;867.2853738;21.950068;39.51173973;0;0;0;0;0;0
2020;787;787110;Frostrup;Thisted Kommune;DK;251049120;503521069.3;951.1694336;3803.37077;251.04912;15.1499068;0;0;0;0;0;0
2020;787;787120;Hanstholm;Thisted Kommune;DK;50568832;1587306323;2066.926514;3064.401814;50.568832;60.59862751;0;0;0;0;0;0
2020;787;787130;Klitmoller;Thisted Kommune;DK;182618000;866054382.7;1587.185425;5475.159751;182.618;29.98149006;0;0;0;0;0;0
2020;787;787140;Thisted ost;Thisted Kommune;DK;7525380;3388130360;4620.251953;5664.047254;7.52538;752.6593015;0;0;0;0;0;0
2020;787;787150;Thisted vest;Thisted Kommune;DK;7952586;4772229455;6273.834473;7578.347459;7.952586;952.9412771;0;0;0;0;0;0
2020;787;787210;Snedsted;Thisted Kommune;DK;166741776;1511997608;2417.172363;7386.704606;166.741776;44.30026346;0;0;0;0;0;0
2020;787;787220;Norre Voruor;Thisted Kommune;DK;156961856;329618528.5;721.1699829;2586.370584;156.961856;16.47770133;0;0;0;0;0;0
2020;787;787230;Bredsted;Thisted Kommune;DK;122286648;2273804408;3010.487793;6053.137792;122.286648;49.49958062;0;0;0;0;0;0
2020;787;787240;Vestervig;Thisted Kommune;DK;149391120;328895523.9;670.9998779;2325.41506;149.39112;15.56595238;0;0;0;0;0;0
2020;791;791110;Logstrup;Vestlige landomrÜder i Viborg Kommune;DK;34308616;313934807.1;521.6015015;2786.055596;34.308616;81.20571217;0;0;0;0;0;0
2020;791;791120;Ravnstrup;Vestlige landomrÜder i Viborg Kommune;DK;132683472;415398695.2;676.2875977;2889.124051;132.683472;21.77455871;0;0;0;0;0;0
2020;791;791130;Birgittelyst;Vestlige landomrÜder i Viborg Kommune;DK;40588812;330445937.9;559.4080811;3072.302327;40.588812;75.69332965;0;0;0;0;0;0
2020;791;791140;Karup;Vestlige landomrÜder i Viborg Kommune;DK;181766496;1125776033;2151.74585;7423.206714;181.766496;40.83924638;0;0;0;0;0;0
2020;791;791150;Stoholm;Vestlige landomrÜder i Viborg Kommune;DK;193364016;1030734147;2244.452881;7436.586044;193.364016;38.45899665;0;0;0;0;0;0
2020;791;791210;Viborg ost;Viborg by;DK;16863904;1295185435;3027.749512;10709.13436;16.863904;635.0329295;0;0;0;0;0;0
2020;791;791220;Viborg nord;Viborg by;DK;20837310;5281488413;5779.98584;7743.270313;20.83731;371.6060429;0;0;0;0;0;0
2020;791;791230;Viborg C;Viborg by;DK;6428799;8571510344;16089.83301;13849.45012;6.428799;2154.282646;0;0;1;1;0;0
2020;791;791240;Viborg syd;Viborg by;DK;21322992;305840121.4;600.8213501;4327.028524;21.322992;202.9278313;0;0;0;0;0;0
2020;791;791250;Viborg vest;Viborg by;DK;12377061;2519458515;3757.455078;3600.477067;12.377061;290.8991938;0;0;0;0;0;0
2020;791;791310;Bjeringbro;Bjerringbro og ostlige landomrÜder i Viborg Kommune;DK;67164504;7278945824;7754.312012;9169.059654;67.164504;136.51645;0;0;0;0;0;0
2020;791;791320;Rodkërsbro;Bjerringbro og ostlige landomrÜder i Viborg Kommune;DK;116465856;1324070829;1674.466064;5447.221725;116.465856;46.77097574;0;0;0;0;0;0
2020;791;791330;Orum;Bjerringbro og ostlige landomrÜder i Viborg Kommune;DK;248405280;2025253622;2867.556641;7673.00976;248.40528;30.88907675;0;0;0;0;0;0
2020;791;791340;Lovel;Bjerringbro og ostlige landomrÜder i Viborg Kommune;DK;160801840;497833609.9;1184.646484;5246.311712;160.80184;32.62594329;0;0;0;0;0;0
2020;791;791350;Moldrup;Bjerringbro og ostlige landomrÜder i Viborg Kommune;DK;166723392;1992836643;2684.088867;6888.674195;166.723392;41.31798251;0;0;0;0;0;0
2020;810;810110;Asaa;Bronderslev Kommune;DK;73933328;374359490.8;583.1144409;2947.685609;73.933328;39.86951066;0;0;0;0;0;0
2020;810;810120;Dronninglund;Bronderslev Kommune;DK;159018848;1522492113;2417.907959;6786.190195;159.018848;42.6753827;0;0;0;0;0;0
2020;810;810130;Hjallerup;Bronderslev Kommune;DK;88821184;1658359785;2446.888184;6153.174693;88.821184;69.27598143;0;0;0;0;0;0
2020;810;810210;Jerslev;Bronderslev Kommune;DK;175481616;912757766.3;1717.984009;5871.893033;175.481616;33.46158513;0;0;0;0;0;0
2020;810;810220;Bronderslev;Bronderslev Kommune;DK;40539732;4437883014;7117.871094;12669.39031;40.539732;312.5178605;0;0;0;0;0;0
2020;810;810230;Oster Hjermitslev;Bronderslev Kommune;DK;95592352;208439318.4;382.4399719;2207.639594;95.592352;23.09431192;0;0;0;0;0;0
2020;813;813110;VoersÜ;gl Sëby Kommune;DK;116106456;290459288.8;510.3756104;2245.590944;116.106456;19.34079311;0;0;0;0;0;0
2020;813;813120;Sëby;gl Sëby Kommune;DK;23158466;2890196092;4271.676758;9265.719834;23.158466;400.1007594;0;0;0;0;0;0
2020;813;813130;Oster VrÜ;gl Sëby Kommune;DK;187194176;1126688593;1984.220459;5866.662718;187.194176;31.33998527;0;0;0;0;0;0
2020;813;813210;Frederikshavn midt;Frederikshavn Kommune;DK;4504092;4688936492;7718.558594;7334.906528;4.504092;1628.498381;0;0;1;1;0;0
2020;813;813220;Frederikshavn nord;Frederikshavn Kommune;DK;6224147;777091879.1;1151.046143;5160.552453;6.224147;829.1180226;0;0;0;0;0;0
2020;813;813230;Frederikshavn vest;Frederikshavn Kommune;DK;3974570;2272498715;2549.921631;3311.049985;3.97457;833.0586667;0;0;0;0;0;0
2020;813;813240;Frederikshavn syd;Frederikshavn Kommune;DK;41367624;1769618881;2268.81958;9106.394461;41.367624;220.1333695;0;0;0;0;0;0
2020;813;813250;Ravnshoj;Frederikshavn Kommune;DK;59822572;211204375.5;347.4796448;2067.313682;59.822572;34.55741893;0;0;0;0;0;0
2020;813;813310;Skagen;Frederikshavn Kommune;DK;24458478;2797423555;4474.189941;8823.476054;24.458478;360.7532756;0;0;0;0;0;0
2020;813;813320;èlbëk;Frederikshavn Kommune;DK;118666184;376860407.5;674.8546753;2056.995857;118.666184;17.33430526;0;0;0;0;0;0
2020;813;813330;Strandby;Frederikshavn Kommune;DK;65172728;1015946754;2263.774658;4981.273327;65.172728;76.43186774;0;0;0;0;0;0
2020;820;820010;èlestrup;Vesthimmerland Kommune i  gl Viborg Amt;DK;129244872;1502860850;2286.189453;5975.097099;129.244872;46.23082531;0;0;0;0;0;0
2020;820;820020;Hvalpsund;Vesthimmerland Kommune;DK;41978748;223912745.9;416.6770935;1610.622223;41.978748;38.36756215;0;0;0;0;0;0
2020;820;820030;Farso;Vesthimmerland Kommune;DK;114471368;1999680423;3112.1521;5246.766213;114.471368;45.83474719;0;0;0;0;0;0
2020;820;820040;èrs;Vesthimmerland Kommune;DK;132097424;4828932177;6582.733398;10989.31155;132.097424;83.19096026;0;0;0;0;0;0
2020;820;820050;Hornum;Vesthimmerland Kommune;DK;137376784;628577538.6;1221.763184;3871.355027;137.376784;28.18056235;0;0;0;0;0;0
2020;820;820060;Ranum;Vesthimmerland Kommune;DK;128746304;726640823.7;1181.632568;3673.920454;128.746304;28.53612368;0;0;0;0;0;0
2020;820;820070;Logstor;Vesthimmerland Kommune;DK;84512536;2325199781;3240.920654;6226.888794;84.512536;73.68006084;0;0;0;0;0;0
2020;825;825000;Lëso;Lëso Kommune;DK;118397680;458322710.4;738.2369995;1804.990736;118.39768;15.24515291;0;0;0;0;0;0
2020;840;840010;Terndrup;Rebild Kommune;DK;101026064;726115372.4;1266.86792;3991.134241;101.026064;39.50598571;0;0;0;0;0;0
2020;840;840020;Skorping;Rebild Kommune;DK;135937408;869696093;1687.431396;6240.84536;135.937408;45.90969809;0;0;0;0;0;0
2020;840;840030;Stovring;Rebild Kommune;DK;16115753;3643975971;4588.837402;7458.275998;16.115753;462.7941368;0;0;0;0;0;0
2020;840;840040;Suldrup;Rebild Kommune;DK;203113632;1017173483;1830.677612;6632.825164;203.113632;32.6557361;0;0;0;0;0;0
2020;840;840050;Rorbëk;Rebild Kommune;DK;165113440;1165582092;2355.490723;5496.900226;165.11344;33.2916583;0;0;0;0;0;0
2020;846;846110;Oster Hurup;Mariagerfjord Kommune;DK;68858528;614254133.7;792.2324829;2610.21953;68.858528;37.90698997;0;0;0;0;0;0
2020;846;846120;Hadsund nord;Mariagerfjord Kommune;DK;87563352;2567507279;3863.055664;7971.499511;87.563352;91.03693873;0;0;0;0;0;0
2020;846;846130;Arden;Mariagerfjord Kommune;DK;234547120;1990065859;2881.791504;8432.738628;234.54712;35.95328149;0;0;0;0;0;0
2020;846;846210;Hobro by;Mariagerfjord Kommune;DK;19705550;6553096025;8771.245117;11753.89161;19.70555;596.4762014;0;0;0;0;0;0
2020;846;846220;Hvilsom;Mariagerfjord Kommune sydvest for Hobro;DK;108813784;365999967.4;687.4912109;2776.852383;108.813784;25.51930721;0;0;0;0;0;0
2020;846;846230;Sonder Onsild;Mariagerfjord Kommune sydvest for Hobro;DK;57028864;485354458.6;1061.939331;1782.719378;57.028864;31.25994896;0;0;0;0;0;0
2020;846;846300;Mariager;Mariagerfjord Kommune;DK;147511744;1780946893;3187.493652;7082.051929;147.511744;48.0100888;0;0;0;0;0;0
2020;849;849110;Aabybro;Jammerbugt Kommune;DK;103378416;2037157668;3219.379639;9505.567854;103.378416;91.94925035;0;0;0;0;0;0
2020;849;849120;Gjol;Jammerbugt Kommune;DK;71844088;352514917.4;923.4837647;2577.602761;71.844088;35.87772958;0;0;0;0;0;0
2020;849;849130;Pandrup;Jammerbugt Kommune;DK;58103004;1496350469;2215.687256;6139.564529;58.103004;105.6669037;0;0;0;0;0;0
2020;849;849140;Blokhus;Jammerbugt Kommune;DK;46211160;443121650.7;830.4944458;1593.953787;46.21116;34.49283219;0;0;0;0;0;0
2020;849;849150;Saltum;Jammerbugt Kommune;DK;50016864;386667753.2;718.8059692;1925.740322;50.016864;38.50182055;0;0;0;0;0;0
2020;849;849160;Gronhoj;Jammerbugt Kommune;DK;29909662;113459885.8;165.2498169;779.9425502;29.909662;26.07660863;0;0;0;0;0;0
2020;849;849210;Jammerbugt Vest;Jammerbugt Kommune;DK;174995664;1258767243;2347.225342;6381.979077;174.995664;36.46935548;0;0;0;0;0;0
2020;849;849220;SkovsgÜrd;Jammerbugt Kommune;DK;131962000;863680073;1408.073853;3655.65721;131.962;27.70234772;0;0;0;0;0;0
2020;849;849230;Fjerritslev;Jammerbugt Kommune;DK;67998680;1706239641;2344.460449;4388.912177;67.99868;64.54407905;0;0;0;0;0;0
2020;849;849240;Klim;Jammerbugt Kommune;DK;131687856;243874834.7;562.1691284;1901.021735;131.687856;14.43581658;0;0;0;0;0;0
2020;851;851110;Sonderholm;Gamle Nibe Kommune plus Sonderholm og Norholm;DK;65171332;261641324.5;501.5423279;2731.974911;65.171332;41.91988758;0;1;1;0;0;0
2020;851;851120;Nibe;Gamle Nibe Kommune plus Sonderholm og Norholm;DK;37918972;1364717886;2028.278564;6160.513085;37.918972;162.4651925;0;1;1;0;0;0
2020;851;851130;Farstrup;Gamle Nibe Kommune plus Sonderholm og Norholm;DK;137315184;471919524.5;998.1572266;3341.029038;137.315184;24.33109683;0;1;1;0;0;0
2020;851;851210;Gistrup;Aalborg Kommune Syd for èlborg by;DK;66403780;576375958.2;1154.270752;6581.548023;66.40378;99.11405681;0;1;1;0;0;0
2020;851;851220;Dall Villaby;Aalborg Kommune Syd for èlborg by;DK;9582007;4252664591;7254.98877;5437.903711;9.582007;567.5119744;0;1;1;0;0;0
2020;851;851230;Frejlev;Aalborg Kommune Syd for èlborg by;DK;10550071;287834670.7;414.1343689;3095.59796;10.550071;293.4196329;0;1;1;0;0;0
2020;851;851240;Svenstrup;Aalborg Kommune Syd for èlborg by;DK;23646872;2650294605;3574.466553;7535.678442;23.646872;318.6754866;0;1;1;0;0;0
2020;851;851250;Ferslev;Aalborg Kommune Syd for èlborg by;DK;61870676;249436764.2;397.1464233;2434.978595;61.870676;39.35593972;0;1;1;0;0;0
2020;851;851310;Nordjyllandsvërket;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;16043319;2885865665;2550.121582;345.3312038;16.043319;21.52492285;0;1;1;0;0;0
2020;851;851320;Oster Sundby;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;11070485;5780253671;8126.51123;12997.97192;11.070485;1174.110431;0;1;1;0;0;0
2020;851;851330;Sonder Tranders;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;6481392;7011089664;11519.87598;3837.928822;6.481392;592.1457647;0;1;1;0;0;0
2020;851;851340;Gug;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;9660274;1279134614;1574.340454;7938.141265;9.660274;821.7304463;0;1;1;0;0;0
2020;851;851350;Aalborg sydost;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;5073494;2441502133;4191.5;14272.46311;5.073494;2813.142799;0;1;1;1;0;0
2020;851;851360;Aalborg nordost;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;4996349;4797715702;7128.117188;20384.01865;4.996349;4079.782787;0;1;1;1;0;0
2020;851;851410;Mou;Gamle Sejlflod Kommune plus Klarup;DK;175118016;779557731.8;1543.162598;5545.050576;175.118016;31.66464938;0;1;1;0;0;0
2020;851;851420;Klarup;Gamle Sejlflod Kommune plus Klarup;DK;50968272;1347629888;2212.127441;9703.34881;50.968272;190.3801802;0;1;1;0;0;0
2020;851;851510;Hals;Gamle Hals Kommune;DK;76366864;712536021.2;1211.871216;5100.253879;76.366864;66.78621606;0;1;1;0;0;0
2020;851;851520;Gandrup;Gamle Hals Kommune;DK;114997056;1719729765;2134.292725;7529.669596;114.997056;65.477064;0;1;1;0;0;0
2020;851;851610;Vodskov;Gamle Aalborg Kommune Nordenfjords;DK;52479672;1272685689;2420.407959;6948.40595;52.479672;132.4018555;0;1;1;0;0;0
2020;851;851620;Tylstrup;Gamle Aalborg Kommune Nordenfjords;DK;75085520;486171571.7;903.2369385;4999.180109;75.08552;66.57981604;0;1;1;0;0;0
2020;851;851630;Vestbjerg;Gamle Aalborg Kommune Nordenfjords;DK;29398198;298954766;539.6870117;3526.634693;29.398198;119.9609137;0;1;1;0;0;0
2020;851;851640;Aalborg lufthavn;Gamle Aalborg Kommune Nordenfjords;DK;40352160;527587476.4;756.5480347;3140.525257;40.35216;77.82793429;0;1;1;0;0;0
2020;851;851710;Osterbro;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;1159495;8845608715;17229.84766;10205.54531;1.159495;8801.715669;0;1;1;1;0;0
2020;851;851720;Kërby;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;1667812;3622898947;4285.625977;2586.785151;1.667812;1551.00524;0;1;1;1;0;0
2020;851;851730;Skalborg;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;7146068;9099954947;8875.503906;10917.18845;7.146068;1527.719642;0;1;1;1;0;0
2020;851;851740;Molholm;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;8950014;1403327628;2149.970459;10734.08253;8.950014;1199.336954;0;1;1;0;0;0
2020;851;851750;Aalborg havn S;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;580678;1053503929;1774.543335;1909.026679;0.580678;3287.582238;0;1;1;1;0;0
2020;851;851760;Aalborg havn O;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;1437837;2368332504;4370.658691;12972.08853;1.437837;9021.946528;0;1;1;1;0;0
2020;851;851770;Aalborg havn v;Aalborg by Sondenfjords uden Gistrup og Skalborg;DK;8522768;814863534.6;1149.79834;3350.735721;8.522768;393.1511125;0;1;1;0;0;0
2020;851;851810;Norresundby ost;Gamle Aalborg Kommune Nordenfjords;DK;10714263;3138122993;3936.446777;5122.75733;10.714263;478.1250311;0;1;1;0;0;0
2020;851;851820;Norresundby syd;Gamle Aalborg Kommune Nordenfjords;DK;2787882;2212258696;3426.622314;9307.711203;2.787882;3338.631694;0;1;1;1;0;0
2020;851;851830;Norresundby vest;Gamle Aalborg Kommune Nordenfjords;DK;12892304;2377821974;3542.013184;8842.075889;12.892304;685.841405;0;1;1;0;0;0
2020;851;851840;Aalborg Lufthavn;Aalborg Lufthavn;DK;1399668;317714601.3;400.5604553;0.2;1.399668;0.142891028;0;1;1;0;0;0
2020;860;860110;TÜrs;Hjorring Kommunes ostlige halvdel;DK;188507536;1098727639;1641.899414;6368.518759;188.507536;33.78389477;0;0;0;0;0;0
2020;860;860120;Sindal;Hjorring Kommunes ostlige halvdel;DK;136425344;1148304481;1901.421753;5409.795682;136.425344;39.65389072;0;0;0;0;0;0
2020;860;860130;Tversted;Hjorring Kommunes ostlige halvdel;DK;100074376;433990745.2;779.7619629;3048.346795;100.074376;30.46081242;0;0;0;0;0;0
